산출기준,연도,질환구분,성별,연령,등록건수
연도말 적용자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,100 이상,5
연도말 적용자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,0~4,4473
연도말 적용자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,5~9,5763
연도말 적용자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,10~14,5707
연도말 적용자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,15~19,5813
연도말 적용자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,20~24,6971
연도말 적용자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,25~29,8858
연도말 적용자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,30~34,8837
연도말 적용자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,35~39,9242
연도말 적용자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,40~44,11798
연도말 적용자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,45~49,13066
연도말 적용자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,50~54,16433
연도말 적용자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,55~59,16968
연도말 적용자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,60~64,20597
연도말 적용자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,65~69,17788
연도말 적용자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,70~74,13136
연도말 적용자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,75~79,9936
연도말 적용자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,80~84,7490
연도말 적용자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,85~89,3145
연도말 적용자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,90~94,765
연도말 적용자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,95~99,111
연도말 적용자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,100 이상,10
연도말 적용자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,0~4,5251
연도말 적용자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,5~9,7267
연도말 적용자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,10~14,7598
연도말 적용자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,15~19,8601
연도말 적용자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,20~24,10819
연도말 적용자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,25~29,11619
연도말 적용자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,30~34,10777
연도말 적용자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,35~39,9339
연도말 적용자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,40~44,10775
연도말 적용자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,45~49,9984
연도말 적용자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,50~54,11569
연도말 적용자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,55~59,11973
연도말 적용자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,60~64,14511
연도말 적용자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,65~69,15104
연도말 적용자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,70~74,12132
연도말 적용자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,75~79,9638
연도말 적용자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,80~84,6769
연도말 적용자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,85~89,2603
연도말 적용자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,90~94,513
연도말 적용자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,95~99,57
연도말 적용자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,100 이상,6
연도말 적용자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,0~4,4550
연도말 적용자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,5~9,5948
연도말 적용자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,10~14,6284
연도말 적용자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,15~19,6371
연도말 적용자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,20~24,7439
연도말 적용자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,25~29,9666
연도말 적용자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,30~34,10098
연도말 적용자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,35~39,10021
연도말 적용자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,40~44,13337
연도말 적용자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,45~49,13841
연도말 적용자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,50~54,18083
연도말 적용자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,55~59,18970
연도말 적용자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,60~64,22167
연도말 적용자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,65~69,20367
연도말 적용자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,70~74,14651
연도말 적용자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,75~79,11204
연도말 적용자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,80~84,8152
연도말 적용자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,85~89,3614
연도말 적용자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,90~94,917
연도말 적용자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,95~99,141
연도말 적용자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,100 이상,14
연도말 적용자,2015,중증난치,남,0~4,3609
연도말 적용자,2015,중증난치,남,5~9,192
연도말 적용자,2015,중증난치,남,10~14,278
연도말 적용자,2015,중증난치,남,15~19,974
연도말 적용자,2015,중증난치,남,20~24,2136
연도말 적용자,2015,중증난치,남,25~29,2421
연도말 적용자,2015,중증난치,남,30~34,3124
연도말 적용자,2015,중증난치,남,35~39,3720
연도말 적용자,2015,중증난치,남,40~44,4524
연도말 적용자,2015,중증난치,남,45~49,4738
연도말 적용자,2015,중증난치,남,50~54,5322
연도말 적용자,2015,중증난치,남,55~59,6234
연도말 적용자,2015,중증난치,남,60~64,6016
연도말 적용자,2015,중증난치,남,65~69,6261
연도말 적용자,2015,중증난치,남,70~74,6334
연도말 적용자,2015,중증난치,남,75~79,5637
연도말 적용자,2015,중증난치,남,80~84,3268
연도말 적용자,2015,중증난치,남,85~89,1095
연도말 적용자,2015,중증난치,남,90~94,242
연도말 적용자,2015,중증난치,남,95~99,32
연도말 적용자,2015,중증난치,남,100 이상,3
연도말 적용자,2015,중증난치,여,0~4,2670
연도말 적용자,2015,중증난치,여,5~9,194
연도말 적용자,2015,중증난치,여,10~14,260
연도말 적용자,2015,중증난치,여,15~19,697
연도말 적용자,2015,중증난치,여,20~24,1522
연도말 적용자,2015,중증난치,여,25~29,2061
연도말 적용자,2015,중증난치,여,30~34,3257
연도말 적용자,2015,중증난치,여,35~39,3960
연도말 적용자,2015,중증난치,여,40~44,5002
연도말 적용자,2015,중증난치,여,45~49,5776
연도말 적용자,2015,중증난치,여,50~54,6662
연도말 적용자,2015,중증난치,여,55~59,7640
연도말 적용자,2015,중증난치,여,60~64,6776
연도말 적용자,2015,중증난치,여,65~69,6381
연도말 적용자,2015,중증난치,여,70~74,7471
연도말 적용자,2015,중증난치,여,75~79,7454
연도말 적용자,2015,중증난치,여,80~84,5139
연도말 적용자,2015,중증난치,여,85~89,2102
연도말 적용자,2015,중증난치,여,90~94,422
연도말 적용자,2015,중증난치,여,95~99,48
연도말 적용자,2015,중증난치,여,100 이상,8
연도말 적용자,2016,중증난치,남,0~4,7209
연도말 적용자,2016,중증난치,남,5~9,343
연도말 적용자,2016,중증난치,남,10~14,410
연도말 적용자,2016,중증난치,남,15~19,1580
연도말 적용자,2016,중증난치,남,20~24,3846
연도말 적용자,2016,중증난치,남,25~29,4156
연도말 적용자,2016,중증난치,남,30~34,4741
연도말 적용자,2016,중증난치,남,35~39,6000
연도말 적용자,2016,중증난치,남,40~44,6824
연도말 적용자,2016,중증난치,남,45~49,7814
연도말 적용자,2016,중증난치,남,50~54,8419
연도말 적용자,2016,중증난치,남,55~59,11052
연도말 적용자,2016,중증난치,남,60~64,11261
연도말 적용자,2016,중증난치,남,65~69,10958
연도말 적용자,2016,중증난치,남,70~74,11072
연도말 적용자,2016,중증난치,남,75~79,10428
연도말 적용자,2016,중증난치,남,80~84,6445
연도말 적용자,2016,중증난치,남,85~89,2142
연도말 적용자,2016,중증난치,남,90~94,484
